job_title,mbi_profil,company,location,veroeffentlicht_am,url,quelle,Fachkompetenz_Score,Sozialkompetenz_Score,Methodenkompetenz_Score,Personalkompetenz_Score,Fachdetail_Score,FK_Waren_Produktkenntnisse,FK_Komplexe_Fertigkeiten,FK_Fremdsprachen,FK_Fuehrerschein,FK_Auslandserfahrung,FK_Vertriebserfahrung,FK_Projekterfahrung,FK_EDV_Kenntnisse,FK_Berufsausbildung,FK_Branchenerfahrung,FD_Python,FD_Java,FD_JavaScript_TypeScript,FD_CSharp,FD_SQL,FD_R_Statistik,FD_HTML_CSS,FD_PHP_Ruby_andere,FD_Cloud_AWS_Azure_GCP,FD_Docker_Kubernetes,FD_DevOps_CICD,FD_Data_Science_ML,FD_AI_KI,FD_NLP_LLM,FD_Data_Analysis_BI,FD_Data_Engineering_ETL,FD_SAP,FD_Salesforce,FD_ERP,FD_CRM,FD_MS_Office,FD_Jira_Confluence,FD_Cyber_Security,FD_Datenschutz_DSGVO,FD_UX_UI_Design,FD_API_Webentwicklung,FD_Scraping_Automatisierung,FD_Agile_Scrum,FD_Berufserfahrung_Jahre,SK_Kooperationsfaehigkeit,SK_Verhandlungsgeschick,SK_Durchsetzungsvermoegen,SK_Kritikfaehigkeit,SK_Teamfaehigkeit,SK_Hilfsbereitschaft,SK_Fairness,SK_Kundenorientierung,SK_Vorurteilsfreiheit,SK_Respekt,MK_Konzeptionelle_Staerke,MK_Effektives_Arbeiten,MK_Projektmanagement,MK_Strategieentwicklung,MK_Praesentation,MK_Selbstmanagement,MK_Moderationstechnik,MK_Koordination,MK_Kreatives_Denken,MK_Stressmanagement,PK_Ausstrahlung_Charisma,PK_Aufgeschlossenheit,PK_Unternehmerisches_Denken,PK_Menschenkenntnis,PK_Empathie,PK_Auffassungsgabe,PK_Motivation,PK_Interesse,PK_Belastbarkeit,PK_Entschlossenheit
Verkaufsberater:in im Aussendienst - Horgen/Wädenswil/ Affoltern am Albis (m/w/d),Transforming & Managing Digital Business,Coca-Cola HBC,"Affoltern am Albis, ZH",,https://ch.indeed.com/viewjob?jk=156535451ddf2ec8,indeed,5,3,4,3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
Business Analyst – Asset Management,Transforming & Managing Digital Business,Taleo Consulting,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=7438017cfef4c666,indeed,3,3,6,2,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
"Cloud ERP Consultant (Dynamics 365 Business Central, 80-100%)",Technology Solution Architect,Ventoo AG,"Hybrides Arbeiten in 8045 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=1149e40e2c1127b5,indeed,7,3,5,2,2,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
Senior IT Business Consultant – D365 Supply Chain,Transforming & Managing Digital Business,SystemsAccountants,Schweiz,,https://ch.indeed.com/viewjob?jk=4ed1f61e4dc3b8f5,indeed,4,2,2,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relationship Manager HNWI (m/w/d),Digital Channel & CRM,Zürcher Kantonalbank,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=06ccc43bd82b8023,indeed,5,3,1,3,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Portfolio Manager,Transforming & Managing Digital Business,AGFIF International AG,"8045 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=b27f6b4853faf8f4,indeed,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assistant Relationship Manager 50-60% (w/m/d),Digital Channel & CRM,Robert Half,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=72bb93e2a50acdf0,indeed,3,3,3,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Senior Relationship/Portfolio Manager(-in),Transforming & Managing Digital Business,Grimaldi & Partners AG,"8047 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=63e6ee0e9aab679b,indeed,2,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Relationship Manager/ Kundenberater:in (m|w|d),Digital Channel & CRM,philoro SCHWEIZ AG,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=72172a2bdce61457,indeed,3,3,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Relationship Manager Private Banking,Digital Channel & CRM,Hoppler Consulting,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=e9a84f2ad048de72,indeed,2,2,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Index Licensing Specialist (80 - 100%),Transforming & Managing Digital Business,SIX Group AG,"Hybrides Arbeiten in 8005 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=83fdbe97e81b0357,indeed,5,4,6,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Senior Sales Manager (m/w/d) Health & Benefits Schweiz,Business Development,WTW,"Homeoffice in Zürich, ZH",,https://ch.indeed.com/viewjob?jk=970085f51160369f,indeed,4,5,4,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0
Account Manager – Public Sector (m/w/d),Business Development,Information Factory,"Hybrides Arbeiten in 8005 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=41ad73b01f7df18b,indeed,6,4,6,3,4,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
PARTNER WERDEN - UNTERNEHMENS- und HR-ENTWICKLUNG (60-100%),Transforming & Managing Digital Business,PROCED GmbH,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=537d343ebabee9da,indeed,5,4,4,3,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Technischer IT-Projektleiter/in Business Applikationen 100% (m/w/d),Transforming & Managing Digital Business,Mercedes-Benz Schweiz AG,"Homeoffice in Schlieren, ZH",,https://ch.indeed.com/viewjob?jk=5759c779b0fffe8a,indeed,7,3,2,5,3,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
Manager Fund Tax Reporting,Transforming & Managing Digital Business,PwC,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=6bf475916b3eb3a9,indeed,6,6,7,6,4,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0
(Senior) Cyber Security Consultant,Technology Solution Architect,at rete ag,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=3d8b5e0694a44e9e,indeed,5,3,6,2,5,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Relationship Manager HNWI (m/w/d),Digital Channel & CRM,Zürcher Kantonalbank,"Oerlikon, ZH",,https://ch.indeed.com/viewjob?jk=fb24da52e6497f26,indeed,5,3,1,3,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Specialist Settlement (80 - 100%),Transforming & Managing Digital Business,SIX Group AG,"Hybrides Arbeiten in Olten, SO",,https://ch.indeed.com/viewjob?jk=3e7de80cd779c493,indeed,2,4,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
(Senior) Cloud & Infrastructure Consultant,Technology Solution Architect,at rete ag,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=b3d8f8207c55ae2f,indeed,5,3,7,2,8,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Manager SAP Supply Chain Management (part-time possible, all genders)",Supply Chain & Operations Management,Accenture,"Homeoffice in Zürich, ZH",,https://ch.indeed.com/viewjob?jk=eb3c40622ba9b828,indeed,7,5,4,3,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
Content & Channel Manager m/w/d 80–100%,Digital Channel & CRM,Elektro-Material,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=198ce7b1a67d8db2,indeed,4,4,6,3,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
Account Manager – Public Sector (m/w/d),Business Development,Information Factory,"8001 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=e61f1f87bbca68b3,indeed,6,4,6,3,4,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
Payroll Consultant,Transforming & Managing Digital Business,PwC,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=4e1039a63ead25df,indeed,4,3,9,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
"Onboarding Customer Success Manager (EMEA) - Zurich, Switzerland",Digital Channel & CRM,LumApps,"Hybrides Arbeiten in 8048 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=132df8b4c5f80e10,indeed,6,4,6,5,3,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1
Client Partner Spotify,Transforming & Managing Digital Business,Aleph Holding,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=cc84e629424c8951,indeed,5,6,8,7,4,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
"Head of Delivery & Customer Success [100%], Zurich / Munich / Hybrid",Digital Channel & CRM,Optiml,"8001 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=e3ca4071cce2f954,indeed,8,5,6,4,7,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0
Hospital Specialist - Switzerland - Part Time / Hybrid,Transforming & Managing Digital Business,Syneos Health Commercial Solutions,"Homeoffice in Zürich, ZH",,https://ch.indeed.com/viewjob?jk=21c862ef9846f86b,indeed,4,4,7,3,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Internship Trading Client Desk (60%),Transforming & Managing Digital Business,BBVA,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=57a7d07819502861,indeed,6,3,5,2,3,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Partner Manager 80-100%,Business Development,Sunrise GmbH,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=53b2eedc013bff0b,indeed,6,8,7,3,3,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0
"Customer Success Manager – Core (Ads, Social, Marketing)",Digital Channel & CRM,Sprinklr,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=a70a7baa9d968f6e,indeed,6,7,9,4,7,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
Hospital Specialist - Switzerland - Part Time / Hybrid,Transforming & Managing Digital Business,サイネオス・ヘルス,"Homeoffice in Zürich, ZH",,https://ch.indeed.com/viewjob?jk=f85129bb116719ed,indeed,4,4,7,3,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Content & Channel Manager m/w/d 80–100%,Digital Channel & CRM,Elektro-Material AG,"Homeoffice in 8048 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=beba5c8424abd461,indeed,4,4,6,3,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1
Content Marketing Manager (m/w/d) (80-100%),Digital Channel & CRM,Threema GmbH,"Hybrides Arbeiten in Freienbach, SZ",,https://ch.indeed.com/viewjob?jk=70fd483783556e9f,indeed,4,3,6,4,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
Aushilfe (m/w/d),Transforming & Managing Digital Business,Detlev Louis Motorrad-Vertriebsgesellschaft mbH,"6037 Root, LU",,https://ch.indeed.com/viewjob?jk=91d07f4af1f520db,indeed,1,2,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
Sachbearbeiter/-in Backoffice 80-100%,Transforming & Managing Digital Business,AMAG Group,"Buchrain, LU",,https://ch.indeed.com/viewjob?jk=718a3d6e241c1311,indeed,5,2,4,2,3,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Standortleiter Wohnimmobilien (m/w/d), Luzern, 80-100%",Transforming & Managing Digital Business,Implenia Schweiz AG,"Luzern, LU",,https://ch.indeed.com/viewjob?jk=784bcb2fc6e96639,indeed,4,3,1,4,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
IT Project Manager,Technology Solution Architect,ELCA Informatique SA,"Homeoffice in Zürich, ZH",,https://ch.indeed.com/viewjob?jk=b545d863789d3954,indeed,6,5,4,5,3,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
Projektmanager,Transforming & Managing Digital Business,Cogito Projects,"8002 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=3887b51035072f85,indeed,4,1,5,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
IT Service Manager,Technology Solution Architect,A. Baggenstos & Co.,"Homeoffice in 8304 Wallisellen, ZH",,https://ch.indeed.com/viewjob?jk=5eae9ab6f33f7da5,indeed,6,2,6,3,4,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0
Cloud Service Manager: Steuer deine IT-Projekte mit Leidenschaft und Weitblick,Technology Solution Architect,Goldwyn Partners Group AG,"Homeoffice in 8004 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=65b08d7860d1ff05,indeed,4,2,5,2,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0
ICT Servicemanager (w/m),Transforming & Managing Digital Business,uniQservice ag,"Bassersdorf, ZH",,https://ch.indeed.com/viewjob?jk=b0ecf69b27ee20ae,indeed,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Product Owner*in, 80–100 %",Start-up & Scale-up Entrepreneurship,Organisation und Informatik - Stadt Zürich,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=5f085fe301f7ea08,indeed,3,2,3,4,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
Portfolio Manager:in Energie (100 %),Transforming & Managing Digital Business,Stadt Winterthur,"Homeoffice in Winterthur, ZH",,https://ch.indeed.com/viewjob?jk=eb15204f59ed7728,indeed,3,2,1,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Account Manager (m/w/d),Business Development,thjnk GmbH,"8004 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=cfc4054bbbdd7e49,indeed,7,3,6,3,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
IT Operations Manager (m/w/d) (60%),Supply Chain & Operations Management,Kingfluencers AG,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=ecbaecea7093f427,indeed,3,2,6,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Trade & Shopper Marketing Manager 80-100% (m/w/d),Digital Channel & CRM,Miele,"8957 Spreitenbach, AG",,https://ch.indeed.com/viewjob?jk=1327e747c5fc5403,indeed,6,3,6,3,3,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Technology Strategy Manager (all genders),Transforming & Managing Digital Business,Accenture,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=6317f202102c5af4,indeed,7,4,4,3,5,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
Applikationsmanager:in/ IT-Koordinator:in 70–100%,Technology Solution Architect,ictjobs.ch,"Homeoffice in Zürich, ZH",,https://ch.indeed.com/viewjob?jk=ec6c065233d4a0d5,indeed,3,3,4,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Consultant Digitale Transformation,Transforming & Managing Digital Business,Ergon Informatik,"Homeoffice in Zürich, ZH",,https://ch.indeed.com/viewjob?jk=5dbbc9911f71135e,indeed,7,4,4,4,2,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
Junior Account Manager (m/w/d),Business Development,thjnk GmbH,"8004 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=05361c54290b0e3b,indeed,7,3,7,3,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"Product Manager Pricing, Aktions- und Sortimentsoptimierung (w/m/d)",Start-up & Scale-up Entrepreneurship,Migros Supermarkt AG,"8005 Zürich, ZH",,https://ch.indeed.com/viewjob?jk=3f444aff0881489c,indeed,7,5,7,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Investment Controller:in (befristete Anstellung),Transforming & Managing Digital Business,Zürcher Kantonalbank,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=22fff9734e940300,indeed,5,3,4,3,3,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0
Product Manager Swissinfo,Start-up & Scale-up Entrepreneurship,SRG SSR,"Zürich, ZH",,https://ch.indeed.com/viewjob?jk=3c0a42d87b432ae2,indeed,3,3,9,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
