Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Publication_Date,Article_Text,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
CO2,CLEANTECH,Climate Tech,B2B,,25.10.2021,"CHF 40,000 each for startups revolutionizing the polymer foam industry and developing solutions to convert CO2 into Oxygen",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ONWARD,Unknown,,Unknown,,22.10.2021,ONWARD lists on Euronext Brussels and Euronext Amsterdam,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
DeepPsy,Unknown,,Unknown,,22.10.2021,"DeepPsy wins CHF 150,000 to enable personalized psychiatric treatment",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Seervision,AI/ML,AI/ML,B2B,,19.10.2021,Seervision raises CHF 3.7 million to accelerate market expansion amidst increased demand for hybrid events,2021,3.7M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
InnoSpina,Unknown,,Unknown,,19.10.2021,"InnoSpina wins CHF 150,000 to simplify spinal surgery",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ArcoScreen,MOBILITY,Electric Vehicles,Unknown,,14.10.2021,ArcoScreen awarded CHF 1Mio Lopez-Loreta Prize to enable the team expansion and product development,2021,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Loop,HEALTHCARE,AI/ML,Unknown,Venture Capital,14.10.2021,"Loop Medical closes $6.4 Million Series A financing to support U.S. market entry of Its painless, easy-to-use blood collection device",2021,6.4M USD,Series A,Series A,,Switzerland,,,,,
Tinamu,Unknown,,Unknown,"Venture Capital, Go-to-Market",13.10.2021,Tinamu expanded seed funding to CHF 2.5 million to accelerate go-to-market,2021,2.5M CHF,Seed,Seed,Accel,Switzerland,,,,,
MindMaze,HEALTHCARE,Drug Discovery,B2B,,07.10.2021,MindMaze Group secures USD 125 million financing to accelerate commercialization and expansion of its digital neurotherapeutics platform,2021,125.0M USD,Funding Round,Growth,Accel,Switzerland,,,,,
Startups,AI/ML,Electric Vehicles,B2B,Robotics,30.09.2021,"Startups unlocking semi-conductor performance, developing next-gen breeding for aquaculture, a novel treatment eliminating endometriosis tissue, rapid home self-tests, and a robotic fabrication cell for the construction industry each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
B2B,SOFTWARE,Enterprise Software,B2B,"FoodTech, Enterprise, AR/VR",29.09.2021,"CHF 40,000 for startups developing a new plant-based taste experience, a B2B software to enable confidential data collaborations, and augmented reality for geospatial data",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,B2B,AI,29.09.2021,"Startups developing AI for neuroimaging, pure steam drying, a solution to transform 3D geodata into useful information, sustainable chemicals, and a novel neurofeedback approach each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
MATIS,Unknown,,Unknown,,29.09.2021,"MATIS wins CHF 150,000 to combat art forgery",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Powerwheelchair,AI/ML,AI/ML,B2B,,29.09.2021,Power-wheelchair pioneer Scewo raises CHF 8.5 million to advance growth and expansion,2021,8.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Alums,AI/ML,AI/ML,B2B,,28.09.2021,59 Venture Kick Alums among the TOP 100 Swiss Startups in 2021,2021,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Isochronic,INDUSTRIALS,Industrial Robotics,B2B,"Manufacturing, Robotics",28.09.2021,"Isochronic wins CHF 150,000 to enable industrial robots to multitask",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Exomotion,AI/ML,AI/ML,B2B,,24.09.2021,"Exomotion wins CHF 150,000 to provide wheelchair users with more independence and freedom",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Locatee,AI/ML,Analytics,B2B,FutureOfWork,23.09.2021,Locatee raises CHF 7.7 million to advance the workplace analytics market,2021,7.7M CHF,Undisclosed,Series B,,Switzerland,,,,,
Leukemia,INDUSTRIALS,Drug Discovery,B2B,BioTech,15.09.2021,"CHF 40,000 for startups developing the next-generation of antibody engineering, enjoyable prosthetics, and antibodies for the treatment of Leukemia",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
BIONOMOUS,AI/ML,AI/ML,B2B,Venture Capital,10.09.2021,BIONOMOUS raises CHF 1.3 million Seed funding in a round led by Nivalis Group.,2021,1.3M CHF,Seed,Seed,Nivalis Group,Switzerland,,,,,
HemostOD,AI/ML,AI/ML,B2B,,07.09.2021,HemostOD raises CHF 1.7 million in Seed round financing,2021,1.7M CHF,Seed,Seed,,Switzerland,,,,,
VAY,Unknown,,Unknown,,03.09.2021,VAY gets acquired by Nautilus Inc.,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
IDUN,Unknown,,Unknown,,03.09.2021,IDUN Technologies closes CHF 2 million Seed extension to build market traction,2021,2.0M CHF,Seed,Seed,,Switzerland,,,,,
Nemosia,Unknown,,Unknown,BioTech,30.08.2021,"Nemosia wins CHF 150,000 to advance the early detection of neurological degeneration",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startup,HEALTHCARE,HealthTech,B2B,"AR/VR, Manufacturing, IoT, WearableTech",27.08.2021,"Startup developing Augmented Reality glasses for remote industrial monitoring, a rapid measurement of soil health, a non-invasive sensory wearable for amputees, a visual field testing software, and data predictive control for building technology companies",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Travel,AI/ML,AI/ML,B2B,"Robotics, SpaceTech",26.08.2021,Travel tech innovators RoomPriceGenie raise USD 2.2m to continue disrupting the pricing automation space in hospitality,2021,2.2M USD,Undisclosed,Series A,,Switzerland,,,,,
Sleepiz,AI/ML,WealthTech,B2B,Venture Capital,26.08.2021,Sleepiz raises CHF 4.4 million in Series A round to expand its portfolio,2021,4.4M CHF,Series A,Series A,,Switzerland,,,,,
ArcoScreen,MOBILITY,Drug Discovery,Unknown,,25.08.2021,"ArcoScreen wins CHF 150,000 to revolutionize drug discovery",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
AI,HEALTHCARE,AI/ML,B2C,AI,20.08.2021,"CHF 40,000 for startups empowering retailers with AI, revolutionizing analytical testing for health and monitoring machine incidents",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Drug Discovery,B2B,AI,20.08.2021,"Startups developing a digital therapy service, a sailboat hull cleaning service, greener lithium-ion cells, an AI-based platform for building owners, and a non-invasive continuous glucose monitoring bracelet each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NeuroCycle,HEALTHCARE,Drug Discovery,Unknown,,18.08.2021,NeuroCycle Therapeutics gets acquired by San Diego-based Engrail Therapeutics to strengthens Engrail’s presence in the GABA-A,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Exnaton,SOFTWARE,SaaS,B2B,Venture Capital,18.08.2021,Exnaton closes Seed funding round to develop a platform for the energy landscape of tomorrow,2021,,Seed,Seed,,Switzerland,,,,,
Librec,AI/ML,AI/ML,B2B,Mobility,13.08.2021,Librec raises CHF 3 million seed round to grow its lithium-ion battery recycling technology for the e-mobility market,2021,3.0M CHF,Seed,Seed,,Switzerland,,,,,
AIbased,AI/ML,AI/ML,B2B,"Robotics, AI",09.08.2021,"CHF 40,000 for AI-based automation for the coating industry and AI controllers for high-speed doors in cold storage",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ELDICO,AI/ML,AI/ML,B2B,"Manufacturing, SpaceTech",06.08.2021,ELDICO Scientific raises CHF 2.5 million for market entry and production launch,2021,2.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
Planted,AI/ML,Biotech,B2B,,03.08.2021,Planted raises CHF 19 million to continue its international expansion,2021,19.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
Perovskia,AI/ML,Renewable Energy,B2B,ClimateTech,29.07.2021,"Perovskia wins CHF 150,000 to target a solar cell on every device",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
VAY,Unknown,,Unknown,,23.07.2021,"VAY wins CHF 150,000 to democratize professional motion analysis",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Altoida,AI/ML,AI/ML,B2B,AI,12.07.2021,Altoida secures funding and research partnership with Eisai Innovation,2021,,Funding Round,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Analytics,Unknown,"IoT, Analytics",09.07.2021,"Startups developing the first mechanistic-based microbial product to treat Infant Colic, a connected sensors-mounted helmet, massed recording of Electroencephalography data, big data driven soil health assessment, and solutions to convert CO2 into Oxygen",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
AgroSustain,AI/ML,AI/ML,B2B,"Venture Capital, SpaceTech",07.07.2021,AgroSustain welcomes new investors and closes its Series A amounting CHF 4.8M for the European launch of its natural coating and the development of biological antifungal solutions,2021,4.8M CHF,Series A,Series A,,Switzerland,,,,,
Zurich,Unknown,Medical Devices,Unknown,,06.07.2021,Zurich Instruments gets acquired by Rohde & Schwarz technology group,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Oxyle,AI/ML,AI/ML,B2B,,29.06.2021,Oxyle raises CHF 3.2M in non-dilutive funding to further develop its catalytic oxidation technology for efficient and sustainable wastewater treatment,2021,3.2M CHF,Funding Round,Series B,,Switzerland,,,,,
Resmonics,HEALTHCARE,Digital Health,Unknown,HealthTech,23.06.2021,"Resmonics wins CHF 150,000 to turn the smartphones of patients with chronic respiratory diseases into guardian angels",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Enterprise Software,B2B,"Enterprise, AR/VR",22.06.2021,"Startups developing a test to diagnose faster infectious disease, a healthcare device management system, a kit teaching electronics to kids, a B2B software to enable confidential data collaborations, and augmented reality for geospatial data each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
API,FINTECH,Electric Vehicles,B2B,,16.06.2021,"CHF 40,000 for startups developing microengineered hybrid fibers, an API for sleep inertia, and mastering financial life",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"FoodTech, HealthTech",16.06.2021,"Startups revolutionizing the polymer foam industry, introducing a new plant-based taste experience, developing novel immunosuppressive compounds, and developing a clinical trial platform for telemedecine each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Enerdrape,Unknown,,Unknown,,16.06.2021,"Enerdrape wins CHF 150,000 to advance contemporary heating and cooling solutions for smart cities",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CoatChecker,Unknown,,Unknown,,15.06.2021,coatmaster acquires CoatChecker to drive the future innovation of the non-destructive measurement of coatings,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Modum,HEALTHCARE,AI/ML,Unknown,,14.06.2021,Modum gets acquired by Roambee to dominate the pharma cold chain monitoring market,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,MOBILITY,Electric Vehicles,Unknown,IoT,01.06.2021,"BioVersys gets up to USD 15.34 million CARB-X grant to further develop pyrrolocytosines, a novel class of broad-spectrum antibiotics",2021,15.34M USD,Undisclosed,Series C,,Switzerland,,,,,
MATIS,AI/ML,AI/ML,B2B,,28.05.2021,"MATIS and Versics each win CHF 40,000 in Venture Kick’s second stage",2021,40.0K CHF,Undisclosed,Pre-Seed,Venture Kick,Switzerland,,,,,
Startups,HEALTHCARE,Analytics,B2C,AI,28.05.2021,"Startups empowering retailers with AI, developing motor-actuated fitness, revolutionizing analytical testing for health, providing first-class tailored data, and monitoring machine incidents each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
EarlySight,AI/ML,AI/ML,B2B,,27.05.2021,EarlySight raises CHF 2.3 million to detect and treat retinal diseases,2021,2.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
Abologix,HEALTHCARE,Electric Vehicles,Unknown,HealthTech,26.05.2021,"Abologix wins CHF 150,000 to develop targeted antibodies for cancer patients",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CustomSurg,Unknown,,Unknown,AR/VR,20.05.2021,"CustomSurg wins CHF 150,000 to optimize orthopedic surgery with 3D simulations and augmented reality",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
HAYA,HEALTHCARE,Drug Discovery,Unknown,,20.05.2021,HAYA Therapeutics raises CHF 18 million Seed financing to advance anti-fibrotic therapies targeting long non-coding RNAs,2021,18.0M CHF,Seed,Seed,,Switzerland,,,,,
CareerLunch,SOFTWARE,SaaS,B2B,HRTech,17.05.2021,CareerLunch secures CHF 1.1 million for its recruitment platform that sets up informal lunch meetings between talents and employers,2021,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Sleepiz,HEALTHCARE,Medical Devices,Unknown,,17.05.2021,Sleepiz AG secures USD 1 million to create the future of sleep apnea diagnostics,2021,1.0M USD,Undisclosed,Series A,,Switzerland,,,,,
Qnami,AI/ML,AI/ML,B2B,QuantumTech,11.05.2021,Qnami raises CHF 4 million to advance its patented quantum microscope technology,2021,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
FenX,AI/ML,AI/ML,B2B,Manufacturing,10.05.2021,FenX raises CHF 2.7M to support R&D efforts for the production facility and market entry of its mineral foams for building insulation,2021,2.7M CHF,Undisclosed,Series A,,Switzerland,,,,,
Infrared,Unknown,,Unknown,,10.05.2021,Infrared spectrometer specialist IRsweep gets fully acquired by Sensirion,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Kaspar,Unknown,,Unknown,,10.05.2021,Kaspar& secures pre-seed financing round and onboards ex-Twint-CEO as new board member,2021,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Cybersecurity,Unknown,Biotech,Unknown,Cybersecurity,04.05.2021,Cybersecurity specialist Exeon Analytics on course for international expansion after successful financing round,2021,,Funding Round,Early Stage,,Switzerland,,,,,
LifeMatrix,HEALTHCARE,Medical Devices,Unknown,"BioTech, HealthTech",29.04.2021,"LifeMatrix wins CHF 150,000 to develop groundbreaking biomimetic implants designed to grow and regenerate with patients",2021,150.0K CHF,Funding Round,Seed,,Switzerland,,,,,
Scantrust,FINTECH,Crypto,B2B,"Web3, Logistics",29.04.2021,Scantrust and Cardano build the first blockchain supply chain traceability and anti-counterfeit solution,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,SOFTWARE,Drug Discovery,B2B,"BioTech, AI, Robotics",28.04.2021,"Startups developing the next-generation of antibody engineering, AI-based automation for the coating industry, enjoyable prosthetics, automated indoor farming solutions, and an on-demand tutoring platform each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Alithea,Unknown,Biotech,Unknown,BioTech,28.04.2021,"Alithea Genomics wins CHF 150,000 to massively increase the throughput of RNA sequencing",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ONWARD,AI/ML,Drug Discovery,B2B,,22.04.2021,ONWARD raises USD 32M to further develop and commercialize their ARC therapy stimulating the spinal cord to restore movement,2021,32.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Synendos,HEALTHCARE,Drug Discovery,Unknown,Venture Capital,21.04.2021,Synendos Therapeutics expands Series A to CHF 24 million with new investment,2021,24.0M CHF,Series A,Series A,,Switzerland,,,,,
BioVersys,MOBILITY,Electric Vehicles,Unknown,IoT,14.04.2021,BioVersys receives EUR 20 million in EU financing to support the development of new antibiotics,2021,20.0M EUR,Funding Round,Series C,,Switzerland,,,,,
Calciscon,HEALTHCARE,AI/ML,Unknown,"Venture Capital, HealthTech",14.04.2021,Calciscon raises CHF 2.5M Series A to commercialize the T50 Test to drive more efficient therapies for renal patients,2021,2.5M CHF,Series A,Series A,,Switzerland,,,,,
IDUN,HEALTHCARE,Digital Health,Unknown,HealthTech,12.04.2021,IDUN Technologies wins the Takeda Digital Health Innovation Challenge to further enable the Internet of Humans,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Virtual,MOBILITY,Electric Vehicles,B2B,,12.04.2021,Virtual Scale Up Bootcamps offer prosperous business development opportunities with industry leaders,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Futurae,SOFTWARE,Biotech,B2B,,07.04.2021,Futurae raises CHF 5 million to accelerate international expansion and product development of its fully managed authentication platform,2021,5.0M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
Dräger,MOBILITY,Drug Discovery,Unknown,,06.04.2021,Dräger acquires majority shares of STIMIT to further develop a new therapy for non-invasive stimulation of respiratory muscles,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Mithras,AI/ML,AI/ML,B2B,,06.04.2021,Mithras Technology raises Seed round to advance its innovative energy source,2021,,Seed,Seed,,Switzerland,,,,,
LIDAR,HEALTHCARE,SaaS,B2B,"AI, EdTech",30.03.2021,"CHF 10,000 for a device enhancing preterm infant nutrition, AI control for automatic doors, a 3-D LIDAR imaging technology, antibodies for the treatment of Leukemia, and an e-learning platform for healthcare",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NaturLoop,AI/ML,Payments,B2B,,29.03.2021,"NaturLoop wins CHF 150,000 to turn coconut husks into sustainable biocomposites",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
David,Unknown,Analytics,Unknown,,25.03.2021,"David Gugelmann: ‘We expect an increasing number of data breaches, compromised servers, and ransomware attacks’",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
CompPair,AI/ML,AI/ML,B2B,Manufacturing,24.03.2021,CompPair raises CHF 950K to extend production capacity and penetrate new industries,2021,950.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
Startups,CLEANTECH,Electric Vehicles,B2B,"AR/VR, IoT",15.03.2021,"Startups developing augmented reality based safety systems for motorcycles, next-gen probiotics, neuromodulation therapies, automated reporting in medicine, and energy storage systems each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Planted,SOFTWARE,Biotech,B2B,,08.03.2021,Planted Foods raises CHF 17 million to expand internationally and bolster the R&D platform,2021,17.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
Apiax,AI/ML,AI/ML,B2B,,05.03.2021,Apiax wins customers in Germany and raises fresh capital to better serve the German market,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
AgroSustain,AI/ML,AI/ML,B2B,Venture Capital,01.03.2021,AgroSustain closes a Series A financing round and gets a EUR 2.4 million grant from EIC Accelerator Horizon 2020 program,2021,2.4M EUR,Series A,Series A,Accel,Switzerland,,,,,
SoHHytec,MOBILITY,Electric Vehicles,Unknown,,25.02.2021,"SoHHytec wins CHF 150,000 to develop the fuel of the future",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Neural,AI/ML,AI/ML,B2B,AI,24.02.2021,Neural Concept gets additional fundraising and a new advisory board to speed up and democratize the power of deep learning for design and engineering,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,HEALTHCARE,Drug Discovery,Unknown,HealthTech,24.02.2021,"BioVersys, TASK and GSK receive 2.7 million Euro from EDCTP for Phase 2a Clinical Trial",2021,2.7M EUR,Undisclosed,Series A,,Switzerland,,,,,
Bloom,AI/ML,AI/ML,B2B,"ClimateTech, Venture Capital",23.02.2021,Bloom Biorenewables raises EUR 3.9 million in Seed funding,2021,3.9M EUR,Seed,Seed,,Switzerland,,,,,
RAW,AI/ML,Enterprise Software,B2B,,16.02.2021,RAW Labs raises USD 5.5 million to help enterprises unlock the value of their data,2021,5.5M USD,Undisclosed,Series B,,Switzerland,,,,,
Startups,FINTECH,Medical Devices,B2C,"Ecommerce, FinTech, HealthTech",10.02.2021,"Startups developing 3D-printed medical devices, microengineered hybrid fibers, an online marketplace for insurance, digital health interventions, and a device for visually impaired users win CHF 10,000 each",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
WealthArc,AI/ML,Payments,B2B,Venture Capital,04.02.2021,Venture Kick alumni WealthArc secures USD 4 M Pre-Series A round to strengthen its market position and expand its growth,2021,4.0M USD,Series A,Series A,Venture Kick,Switzerland,,,,,
TOP,CLEANTECH,WealthTech,B2B,ClimateTech,29.01.2021,TOP 100 Swiss startup Climeworks is now part of Microsoft's carbon removal portfolio,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Two,AI/ML,AI/ML,B2B,,29.01.2021,Two Venture Kick alumni win the Isabelle Musy Award for outstanding female entrepreneurs,2021,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Neurosoft,MOBILITY,Medical Devices,Unknown,BioTech,28.01.2021,"Neurosoft Bioelectronics wins CHF 150,000 to develop a new generation of implantable electrode",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Microcaps,Unknown,,B2B,,26.01.2021,Microcaps closed a CHF 5 Million financing round to enable product commercialization and business expansion,2021,5.0M CHF,Funding Round,Series B,,Switzerland,,,,,
Startups,FINTECH,Payments,B2B,,25.01.2021,"Startups developing an API for sleep inertia, a platform to assess knee, mastering financial life, improving postoperative results, and fiber-optic modulators each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
SurgeonsLab,HEALTHCARE,MedTech,Unknown,HealthTech,21.01.2021,"SurgeonsLab wins CHF 150,000 to make surgeries and clinical interventions safer",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Respiratory,HEALTHCARE,HealthTech,Unknown,HealthTech,19.01.2021,Respiratory healthtech startup Resmonics closes its pre-seed financing round,2021,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,AI/ML,B2B,"Robotics, BioTech",08.01.2021,"Startups developing a software to automate brain tumor detection, suspended drones for harvesting, innovative spinal care, an IR camera for authentication of artworks, and next generation cancer diagnostic and monitoring each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
AIbased,SOFTWARE,SaaS,B2B,"BioTech, ClimateTech, AI",07.01.2021,"CHF 40,000 for startups developing next-generation microscopes slides, perovskite solar cells, and an AI-based platform to mentor Python code writing",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Drug Discovery,B2B,"ComputerVision, Robotics, FoodTech",29.12.2020,"Startups developing a computer vision guided robotic endoscope, upcycled plant-based protein, software-based solutions for the dental industry, and a personalized wound therapy each win CHF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Flyability,Unknown,,Unknown,,21.12.2020,Flyability secures €7M series C round to boost global expansion,2020,7.0M EUR,Series C,Series C,,Switzerland,,,,,
Gilytics,CLEANTECH,Cloud,B2B,Infrastructure,17.12.2020,Gilytics closes CHF1M Seed financing round to optimize energy infrastructure,2020,1.0M CHF,Seed,Seed,,Switzerland,,,,,
DePoly,AI/ML,AI/ML,B2B,,16.12.2020,DePoly raises CHF1.3M Pre-Seed round to revolutionize PET plastic recycling globally,2020,1.3M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
MaxWell,INDUSTRIALS,Manufacturing,B2B,"Venture Capital, Manufacturing, Scalable",16.12.2020,MaxWell Biosystems Completes CHF 4 million Series A Financing Round to further industrialize and scale-up,2020,4.0M CHF,Series A,Series A,,Switzerland,,,,,
MeduSoil,Unknown,,Unknown,,16.12.2020,MeduSoil bags CHF2M in Seed financing round for commercial scaling,2020,2.0M CHF,Seed,Seed,,Switzerland,,,,,
Miraex,Unknown,,Unknown,"QuantumTech, IoT",15.12.2020,"Miraex wins CHF 150,000 to advance optical quantum sensors monitoring harsh environments",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
XRnanotech,AI/ML,Biotech,B2B,,10.12.2020,"XRnanotech wins CHF 150,000 for making the nano-world visible",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
RetinAI,AI/ML,AI/ML,B2B,AI,08.12.2020,RetinAI collaborates with Novartis to bring artificial intelligence solutions to ophthalmology,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Lymphatica,HEALTHCARE,MedTech,Unknown,"EdTech, Venture Capital, HealthTech",03.12.2020,Lymphatica Medtech raises Series A round to start the clinical development and validation,2020,,Series A,Series A,,Switzerland,,,,,
Synthara,SOFTWARE,AI/ML,B2B,"Venture Capital, BioTech, AI, Semiconductors",03.12.2020,Synthara secured Seed funding round to develop next generation of adaptive AI processor for edge applications,2020,,Seed,Seed,,Switzerland,,,,,
Miraex,INDUSTRIALS,Manufacturing,B2B,Manufacturing,02.12.2020,Miraex awarded CHF 2.8M to head for mass manufacturing,2020,2.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
Terapet,HEALTHCARE,MedTech,Unknown,HealthTech,02.12.2020,Terapet receives €500K Eurostars award allocated to clinical validation,2020,500.0K EUR,Undisclosed,Series A,,Switzerland,,,,,
Comphya,HEALTHCARE,Drug Discovery,Unknown,HealthTech,01.12.2020,Comphya raises CHF 1.3M for clinical trials execution,2020,1.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
Regenosca,Unknown,,Unknown,,27.11.2020,"Regenosca wins CHF 150,000 to improve the treatment options for bladder diseases",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,Biotech,B2B,"AI, Robotics, FusionEnergy, Venture Capital",26.11.2020,"Startups developing an AI sewing pattern software, automation for legal workflow, an alternative to blood donor platelet transfusions, recycling lithium-ion car batteries, and making credit risk evaluation simple each win CHF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Bionomous,ROBOTICS,Industrial Robotics,B2B,Robotics,20.11.2020,"Bionomous wins CHF 150,000 to bring automation to laboratories",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
SEED,Unknown,,Unknown,Venture Capital,19.11.2020,SEED Biosciences completes CHF 1 million Series A financing round,2020,1.0M CHF,Series A,Series A,,Switzerland,,,,,
Kandou,AI/ML,AI/ML,B2B,,18.11.2020,Kandou Raises astonishing USD 92.3M in Series C funding round to sharpen product advancements,2020,92.3M USD,Series C,Series C,,Switzerland,,,,,
CREAL,MOBILITY,Electric Vehicles,Unknown,,18.11.2020,CREAL secures CHF 6.5M in A+ funding round to ramp product development,2020,6.5M CHF,Funding Round,Series B,,Switzerland,,,,,
Synendos,HEALTHCARE,Drug Discovery,Unknown,Venture Capital,12.11.2020,Synendos Therapeutics raises CHF 20 million in Series A financing round,2020,20.0M CHF,Series A,Series A,,Switzerland,,,,,
Volkswirtschaftsstiftung,AI/ML,AI/ML,B2B,,06.11.2020,Venture Kick continues the legacy of the Volkswirtschaftsstiftung,2020,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2C,AR/VR,04.11.2020,"Startups developing a webapp to better treat depressive disorder, an AR software for instructive construction, a sustainable process to upcycle fashion, and a video platform for sports matches each win CHF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
UniSieve,MOBILITY,Electric Vehicles,Unknown,Manufacturing,04.11.2020,UniSieve receives USD 4.6M funding round to ramp up production,2020,4.6M USD,Funding Round,Series B,,Switzerland,,,,,
Online,MOBILITY,Electric Vehicles,B2B,,30.10.2020,Online Scale Up Bootcamps connect industry leaders with fast-growing startups for rich business development opportunities in 2020,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
PCR,HEALTHCARE,Drug Discovery,Unknown,,28.10.2020,"CHF 40,000 for startups developing novel therapeutics in oncology, a personalized surgical plan for complex traumas and, making PCR technology accessible to more scientists",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
